index,offset,buy,sell,b4,b5_element?,stat_u16,b8,b9,b10,flags_b11,sell_ok,raw
66,0x7FA73C,2980,1490,224,0,20,1,0,3,0x20,True,a40bd205e000140001000320
67,0x7FA748,8,4,1,0,3,2,0,0,0xFF,True,0800040001000300020000ff
68,0x7FA754,14,7,1,0,5,2,0,0,0xFF,True,0e00070001000500020000ff
69,0x7FA760,20,10,1,0,7,2,0,0,0xE3,True,14000a0001000700020000e3
70,0x7FA76C,26,13,1,0,9,2,0,0,0xE1,True,1a000d0001000900020000e1
71,0x7FA778,48,24,1,0,13,2,0,0,0xA1,True,3000180001000d00020000a1
72,0x7FA784,120,60,1,0,1297,82,0,22,0x21,True,78003c000100110552001621
73,0x7FA790,240,120,1,0,21,2,0,0,0x21,True,f00078000100150002000021
74,0x7FA79C,480,240,1,0,25,2,0,0,0x21,True,e001f0000100190002000021
75,0x7FA7A8,960,480,1,0,2589,82,0,24,0x21,True,c003e00101001d0a52001821
76,0x7FA7B4,1000,500,1,0,27,2,0,0,0x40,True,e803f40101001b0002000040
77,0x7FA7C0,1200,600,1,0,33,2,0,0,0x20,True,b00458020100210002000020
78,0x7FA7CC,1800,900,1,0,5157,82,0,25,0x20,True,080784030100251452001920
79,0x7FA7D8,0,0,1,0,40,2,0,47,0x01,True,000000000100280002002f01
80,0x7FA7E4,60,30,1,0,270,82,0,18,0x10,True,3c001e0001000e0152001210
81,0x7FA7F0,140,70,1,0,530,82,0,19,0x10,True,8c0046000100120252001310
82,0x7FA7FC,280,140,1,0,790,82,0,20,0x10,True,18018c000100160352001410
83,0x7FA808,560,280,1,0,1050,82,0,21,0x10,True,3002180101001a0452001510
84,0x7FA814,1120,560,1,0,1566,82,0,23,0x10,True,6004300201001e0652001710
85,0x7FA820,1800,900,1,0,5666,82,0,26,0x10,True,080784030100221652001a10
86,0x7FA82C,40,20,1,0,11,2,0,0,0x1E,True,2800140001000b000200001e
87,0x7FA838,128,64,1,0,15,2,0,38,0x1E,True,8000400001000f000200261e
88,0x7FA844,200,100,1,0,19,2,0,0,0x0C,True,c8006400010013000200000c
89,0x7FA850,360,180,1,0,23,2,0,0,0x0C,True,6801b400010017000200000c
90,0x7FA85C,720,360,1,0,26,2,0,0,0x08,True,d002680101001a0002000008
91,0x7FA868,680,340,1,0,27,2,0,0,0x04,True,a802540101001b0002000004
92,0x7FA874,1240,620,1,0,31,2,0,0,0x04,True,d8046c0201001f0002000004
93,0x7FA880,1700,850,1,0,36,2,0,38,0x04,True,a40652030100240002002604
94,0x7FA88C,1260,680,1,0,39,2,0,0,0x08,False,ec04a8020100270002000008
95,0x7FA898,1600,800,1,0,33,2,0,37,0x08,True,400620030100210002002508
96,0x7FA8A4,3000,1500,241,8,20481,82,0,28,0x18,True,b80bdc05f108015052001c18
97,0x7FA8B0,3000,1500,241,9,17921,82,0,27,0x04,True,b80bdc05f109014652001b04
98,0x7FA8BC,1340,670,1,0,30,2,0,49,0x21,True,3c059e0201001e0002003121
99,0x7FA8C8,200,100,1,0,2580,114,0,0,0xFF,True,c80064000100140a720000ff
100,0x7FA8D4,60,30,1,0,12,2,0,0,0x1A,True,3c001e0001000c000200001a
101,0x7FA8E0,2980,1490,225,0,2561,18,0,2,0x20,True,a40bd205e100010a12000220
102,0x7FA8EC,1700,850,1,0,1315,18,0,0,0x20,True,a40652030100230512000020
103,0x7FA8F8,2,1,2,0,2,2,0,0,0xA3,True,0200010002000200020000a3
104,0x7FA904,10,5,2,0,3,2,0,0,0xA1,True,0a00050002000300020000a1
105,0x7FA910,36,18,2,0,5,2,0,0,0xA1,True,2400120002000500020000a1
106,0x7FA91C,90,45,2,0,7,2,0,0,0x21,True,5a002d000200070002000021
107,0x7FA928,180,90,2,0,10,2,0,0,0x21,True,b4005a0002000a0002000021
108,0x7FA934,360,180,2,0,13,2,0,0,0x21,True,6801b40002000d0002000021
109,0x7FA940,720,360,2,0,16,2,0,0,0x20,True,d00268010200100002000020
110,0x7FA94C,1000,500,2,0,19,2,0,0,0x20,True,e803f4010200130002000020
111,0x7FA958,0,0,2,0,20,2,0,0,0x01,True,000000000200140002000001
112,0x7FA964,20,10,2,0,4,2,0,0,0xE5,True,14000a0002000400020000e5
113,0x7FA970,48,24,2,0,6,2,0,0,0xE5,True,3000180002000600020000e5
114,0x7FA97C,100,50,2,0,8,2,0,0,0x04,True,640032000200080002000004
115,0x7FA988,200,100,2,0,10,2,0,0,0x04,True,c800640002000a0002000004
116,0x7FA994,380,190,2,0,1292,66,0,6,0x04,True,7c01be0002000c0542000604
117,0x7FA9A0,760,380,2,0,2574,66,0,8,0x04,True,f8027c0102000e0a42000804
118,0x7FA9AC,1100,550,2,0,3856,66,0,9,0x04,True,4c0426020200100f42000904
119,0x7FA9B8,6,3,2,0,1,2,0,0,0x5A,True,06000300020001000200005a
120,0x7FA9C4,22,11,2,0,4,2,0,0,0x5A,True,16000b00020004000200005a
121,0x7FA9D0,66,33,2,0,7,2,0,0,0x1A,True,42002100020007000200001a
122,0x7FA9DC,120,60,2,0,9,2,0,0,0x18,True,78003c000200090002000018
123,0x7FA9E8,240,120,2,0,11,2,0,0,0x10,True,f000780002000b0002000010
124,0x7FA9F4,380,190,2,0,12,2,0,0,0x10,True,7c01be0002000c0002000010
125,0x7FAA00,780,390,2,0,14,2,0,0,0x10,True,0c03860102000e0002000010
126,0x7FAA0C,800,400,2,0,15,2,0,0,0x08,True,2003900102000f0002000008
127,0x7FAA18,900,450,2,0,19,2,0,0,0x40,True,8403c2010200130002000040
128,0x7FAA24,1140,570,2,0,17,2,0,0,0x10,True,74043a020200110002000010
129,0x7FAA30,1200,600,2,0,18,2,0,0,0x08,True,b00458020200120002000008
130,0x7FAA3C,1200,600,242,0,1,2,0,49,0x18,True,b0045802f200010002003118
131,0x7FAA48,1200,600,242,0,1,2,0,49,0x04,True,b0045802f200010002003104
132,0x7FAA54,520,260,2,0,1293,18,0,0,0x1A,True,0802040102000d051200001a
133,0x7FAA60,1140,570,2,0,785,82,0,0,0x01,True,74043a020200110352000001
134,0x7FAA6C,2980,1490,226,0,1281,18,0,1,0x20,True,a40bd205e200010512000120
135,0x7FAA78,2,1,3,0,1,2,0,0,0x1A,True,02000100030001000200001a
136,0x7FAA84,2,1,3,0,2,2,0,0,0xE5,True,0200010003000200020000e5
137,0x7FAA90,16,8,3,0,3,2,0,0,0x1A,True,10000800030003000200001a
138,0x7FAA9C,26,13,3,0,5,2,0,0,0xA1,True,1a000d0003000500020000a1
139,0x7FAAA8,136,68,3,0,9,2,0,0,0x21,True,880044000300090002000021
140,0x7FAAB4,260,130,3,0,12,2,0,0,0x21,True,0401820003000c0002000021
141,0x7FAAC0,540,270,3,0,15,2,0,0,0x20,True,1c020e0103000f0002000020
142,0x7FAACC,800,400,3,0,18,2,0,0,0x20,True,200390010300120002000020
143,0x7FAAD8,0,0,3,0,20,2,0,0,0x01,True,000000000300140002000001
144,0x7FAAE4,2,1,3,0,1,2,0,0,0xFF,True,0200010003000100020000ff
145,0x7FAAF0,24,12,3,0,4,2,0,0,0x04,True,18000c000300040002000004
146,0x7FAAFC,140,70,3,0,1287,66,0,6,0x04,True,8c0046000300070542000604
147,0x7FAB08,280,140,3,0,1290,114,0,16,0x04,True,18018c0003000a0572001004
148,0x7FAB14,560,280,3,0,12,2,0,0,0x04,True,3002180103000c0002000004
149,0x7FAB20,760,380,3,0,15,2,0,0,0x04,True,f8027c0103000f0002000004
150,0x7FAB2C,40,20,3,0,6,2,0,0,0x10,True,280014000300060002000010
151,0x7FAB38,160,80,3,0,9,2,0,0,0x10,True,a00050000300090002000010
152,0x7FAB44,300,150,3,0,12,2,0,0,0x10,True,2c01960003000c0002000010
153,0x7FAB50,690,345,3,0,16,2,0,0,0x10,True,b20259010300100002000010
154,0x7FAB5C,180,90,3,0,522,66,0,5,0x08,True,b4005a0003000a0242000508
155,0x7FAB68,340,170,3,0,1037,66,0,0,0x08,True,5401aa0003000d0442000008
156,0x7FAB74,720,360,3,0,1553,66,0,7,0x08,True,d00268010300110642000708
157,0x7FAB80,1200,600,243,0,1,2,0,0,0x18,True,b0045802f300010002000018
158,0x7FAB8C,1200,600,243,0,1,2,0,0,0x04,True,b0045802f300010002000004
159,0x7FAB98,840,420,3,0,3843,50,0,40,0x1A,True,4803a4010300030f3200281a
160,0x7FABA4,700,350,3,0,1294,66,0,41,0x1A,True,bc025e0103000e054200291a
161,0x7FABB0,18,6,3,0,4,2,0,0,0x80,False,120006000300040002000080
162,0x7FABBC,2980,1490,227,0,1281,18,0,1,0x20,True,a40bd205e300010512000120
163,0x7FABC8,1200,600,4,0,10,1,0,2,0xFF,True,b004580204000a00010002ff
164,0x7FABD4,1200,600,4,0,10,4,0,8,0xFF,True,b004580204000a00040008ff
165,0x7FABE0,1000,500,4,0,0,0,0,33,0xFF,True,e803f40104000000000021ff
166,0x7FABEC,1200,600,4,0,10,3,0,13,0xFF,True,b004580204000a0003000dff
167,0x7FABF8,1500,750,4,0,0,0,0,21,0xFF,True,dc05ee0204000000000015ff
168,0x7FAC04,1800,900,4,0,0,0,0,23,0xFF,True,0807840304000000000017ff
169,0x7FAC10,1000,500,4,0,0,0,0,57,0xFF,True,e803f40104000000000039ff
170,0x7FAC1C,3000,1500,4,0,0,0,0,45,0xFF,True,b80bdc050400000000002dff
171,0x7FAC28,1000,500,4,0,0,0,0,42,0xFF,True,e803f4010400000000002aff
172,0x7FAC34,1000,500,4,0,0,0,0,43,0xFF,True,e803f4010400000000002bff
173,0x7FAC40,3500,1750,4,0,3855,82,0,32,0xFF,True,ac0dd60604000f0f520020ff
174,0x7FAC4C,3000,1500,4,0,0,0,0,50,0xFF,True,b80bdc0504000000000032ff
175,0x7FAC58,1200,600,4,0,10,7,0,39,0xFF,True,b004580204000a00070027ff
176,0x7FAC64,3000,1500,4,0,15,3,0,14,0xFF,True,b80bdc0504000f0003000eff
177,0x7FAC70,3000,1500,4,0,1,6,0,0,0xFF,True,b80bdc0504000100060000ff
178,0x7FAC7C,3000,1500,4,0,0,0,0,0,0xFF,True,b80bdc0504000000000000ff
179,0x7FAC88,1200,600,4,0,10,2,0,4,0xFF,True,b004580204000a00020004ff
180,0x7FAC94,1200,600,4,0,10,5,0,24,0xFF,True,b004580204000a00050018ff
181,0x7FACA0,1400,700,4,0,0,0,0,48,0xFF,True,7805bc0204000000000030ff
182,0x7FACAC,0,0,84,0,0,0,0,0,0x00,True,000000005400000000000000
183,0x7FACB8,3000,1500,4,0,0,0,0,23,0xFF,True,b80bdc0504000000000017ff
184,0x7FACC4,3000,1500,4,10,0,0,0,0,0xFF,True,b80bdc05040a0000000000ff
185,0x7FACD0,4000,2000,4,0,20,3,0,0,0xFF,True,a00fd00704001400030000ff
186,0x7FACDC,3000,2500,4,0,15,7,0,0,0xFF,False,b80bc40904000f00070000ff
187,0x7FACE8,2500,1250,4,11,0,0,0,0,0xFF,True,c409e204040b0000000000ff
188,0x7FACF4,3000,1500,4,0,0,0,0,29,0xFF,True,b80bdc050400000000001dff
189,0x7FAD00,3000,1500,4,0,0,0,0,30,0xFF,True,b80bdc050400000000001eff
190,0x7FAD0C,0,0,4,0,0,0,0,0,0x0C,True,00000000040000000000000c
191,0x7FAD18,8000,4000,4,0,520,99,0,31,0xFF,True,401fa00f0400080263001fff
192,0x7FAD24,2500,1250,4,0,0,0,0,35,0xE5,True,c409e20404000000000023e5
193,0x7FAD30,1200,600,4,14,0,0,0,0,0xFF,True,b0045802040e0000000000ff
194,0x7FAD3C,1200,600,4,16,0,0,0,0,0xFF,True,b004580204100000000000ff
195,0x7FAD48,1200,600,4,15,0,0,0,0,0xFF,True,b0045802040f0000000000ff
196,0x7FAD54,1200,600,4,17,0,0,0,0,0xFF,True,b004580204110000000000ff
197,0x7FAD60,3000,1500,4,4,0,0,0,0,0xFF,True,b80bdc0504040000000000ff
198,0x7FAD6C,3000,1500,4,0,0,0,0,38,0xFF,True,b80bdc0504000000000026ff
199,0x7FAD78,6000,3000,4,0,0,0,0,53,0xFF,True,7017b80b04000000000035ff
