index,offset,hp_old,atk_old,def_old,agi_old,men_old,res_old,exp_old,silver_old,hp_new,atk_new,def_new,agi_new,men_new,res_new,exp_new,silver_new
24,0x8d500,302,304,333,334,335,336,399,400,358,267,310,311,368,265,339,514
25,0x8d520,256,8263,258,416,416,384,1028,3640,356,8525,198,432,530,413,1405,4441
26,0x8d540,141,143,144,173,174,175,238,239,158,187,153,236,135,243,233,216
27,0x8d560,141,143,144,173,174,175,238,239,181,156,168,171,236,234,311,294
28,0x8d580,141,143,144,173,174,175,238,239,140,108,198,177,210,172,256,311
29,0x8d5a0,301,303,304,333,334,335,398,399,365,390,346,382,430,268,299,462
30,0x8d5c0,3,516,9279,513,416,416,256,1028,3,508,9846,461,427,490,195,1422
31,0x8d5e0,2306,4,21,22,53,54,181,182,3147,4,18,22,64,52,212,194
32,0x8d600,214,104,5,4,21,22,149,150,298,93,4,3,19,28,170,200
33,0x8d620,182,214,105,104,5,4,117,118,160,178,81,115,6,4,126,95
34,0x8d640,150,182,213,214,105,104,260,261,129,164,253,173,131,128,269,261
35,0x8d660,293,325,356,357,388,389,0,0,265,380,482,395,491,469,0,0
37,0x8d6a0,15369,416,416,384,385,416,1028,141,21392,337,420,499,407,449,1132,164
38,0x8d6c0,143,173,174,175,176,205,240,141,199,239,173,151,217,167,228,164
39,0x8d6e0,143,173,174,175,176,205,240,141,137,146,174,156,216,246,328,137
40,0x8d700,143,173,174,175,176,205,240,301,113,197,142,165,187,219,255,273
41,0x8d720,303,333,334,335,336,365,400,2,239,331,384,463,414,324,503,2
42,0x8d740,516,258,416,416,384,385,15880,1028,647,331,524,345,451,477,15046,1071
43,0x8d760,142,144,173,174,175,176,239,240,110,124,212,156,145,213,323,205
44,0x8d780,142,144,173,174,175,176,239,240,137,129,186,149,176,227,241,269
45,0x8d7a0,142,144,173,174,175,176,239,240,171,109,171,134,236,245,317,288
46,0x8d7c0,302,304,333,334,335,336,399,400,307,257,264,440,374,346,337,391
47,0x8d7e0,256,15909,258,416,416,384,1028,16926,246,19255,251,355,396,345,845,18389
48,0x8d800,5,21,22,53,54,85,182,213,5,28,31,64,59,94,166,277
49,0x8d820,105,5,4,21,22,53,150,181,111,7,3,28,19,52,165,171
50,0x8d840,213,105,104,5,4,21,118,149,253,123,141,4,3,26,162,146
51,0x8d860,181,213,214,105,104,164,261,292,211,275,181,141,121,123,294,366
52,0x8d880,324,356,357,388,389,420,0,0,421,493,483,292,456,410,0,0
54,0x8d8c0,513,448,417,449,416,448,5,4,511,414,360,504,386,579,4,4
55,0x8d8e0,22,54,85,86,117,118,105,104,21,61,77,69,121,117,107,117
56,0x8d900,4,22,53,54,85,86,213,214,3,22,54,55,104,106,191,297
57,0x8d920,104,4,21,22,53,54,181,182,125,5,20,22,71,53,233,140
58,0x8d940,214,104,164,165,196,197,324,325,237,93,219,199,152,225,285,363
59,0x8d960,357,389,420,421,257,1028,0,0,324,513,396,381,352,855,0,0
61,0x8d9a0,384,416,416,384,385,256,22,53,327,312,423,530,335,239,19,55
62,0x8d9c0,85,117,118,149,150,181,4,21,71,132,89,116,197,238,3,28
63,0x8d9e0,53,85,86,117,118,149,104,5,55,83,111,140,142,165,114,5
64,0x8da00,21,53,54,85,86,117,214,105,17,47,49,110,90,118,194,140
65,0x8da20,164,196,197,228,229,260,357,388,157,174,210,305,310,250,438,422
66,0x8da40,420,257,1028,14414,514,0,0,0,467,209,945,14478,448,0,0,0
68,0x8da80,448,449,256,1028,16960,2306,85,86,528,588,317,1124,23124,2036,70,65
69,0x8daa0,118,150,181,182,213,214,53,54,106,116,222,228,219,184,65,54
70,0x8dac0,86,118,149,150,181,182,21,22,88,120,177,139,211,165,16,25
71,0x8dae0,54,86,117,118,149,150,164,165,60,117,113,95,164,122,187,180
72,0x8db00,197,229,260,261,292,293,420,453,271,290,266,218,389,363,547,382
73,0x8db20,1028,514,0,0,0,0,0,0,774,491,0,0,0,0,0,0
74,0x8db40,293,325,3,256,516,16981,416,384,269,435,4,204,690,19621,387,424
75,0x8db60,256,16974,2306,5,4,21,118,149,243,19621,2147,7,4,27,151,147
76,0x8db80,181,213,214,5,104,5,86,117,163,269,233,6,135,6,82,114
77,0x8dba0,149,181,182,213,214,5,54,85,147,243,146,213,256,4,71,65
78,0x8dbc0,117,149,150,181,182,213,197,228,119,124,210,200,148,205,241,270
79,0x8dbe0,260,292,293,324,325,356,1028,17998,247,406,339,313,263,305,953,23530
81,0x8dc20,3,516,22543,513,416,416,256,1028,3,580,24937,506,496,470,210,777
82,0x8dc40,2306,4,21,22,53,54,181,182,2237,4,27,27,51,57,203,178
83,0x8dc60,214,104,5,4,21,22,149,150,288,99,5,4,17,20,200,204
84,0x8dc80,182,214,105,104,5,4,117,118,199,204,144,144,6,4,152,129
85,0x8dca0,150,182,213,214,105,104,260,261,199,217,286,288,94,85,199,209
86,0x8dcc0,293,325,356,357,388,389,0,0,290,336,317,360,448,461,0,0
88,0x8dd00,25111,416,416,384,385,416,1028,141,33493,372,552,417,422,505,1384,140
89,0x8dd20,143,173,174,175,176,205,240,141,166,236,152,170,224,278,334,130
90,0x8dd40,143,173,174,175,176,205,240,141,180,170,210,239,148,188,207,118
91,0x8dd60,143,173,174,175,176,205,240,301,191,200,148,136,181,273,278,273
92,0x8dd80,303,333,334,335,336,365,400,2,248,315,375,401,354,350,329,2
93,0x8dda0,516,513,416,448,384,449,7176,1028,704,550,507,453,419,612,5443,876
94,0x8ddc0,142,144,173,174,175,176,239,240,197,143,197,242,151,142,306,261
95,0x8dde0,142,144,173,174,175,176,239,240,183,188,199,199,194,186,214,335
96,0x8de00,142,144,173,174,175,176,239,240,155,193,242,243,169,167,243,305
97,0x8de20,302,304,333,334,335,336,399,400,416,418,326,342,268,258,354,538
98,0x8de40,256,8229,258,416,416,384,1028,8208,244,9713,336,393,450,304,1186,11147
99,0x8de60,5,21,23,53,55,85,183,213,6,29,29,65,70,80,205,265
100,0x8de80,105,5,511,21,23,53,151,181,95,5,458,18,18,52,174,217
101,0x8dea0,213,105,511,5,511,21,119,149,241,124,475,5,700,24,125,159
102,0x8dec0,181,213,215,105,511,166,263,294,229,250,199,145,708,179,334,341
103,0x8dee0,326,358,359,390,391,422,0,0,448,423,449,442,490,428,0,0
105,0x8df20,513,448,384,449,416,448,511,4,414,600,373,465,375,442,539,3
106,0x8df40,22,54,88,86,120,118,511,104,25,54,107,76,95,117,547,117
107,0x8df60,4,22,56,54,88,86,216,214,5,21,68,76,84,75,227,265
108,0x8df80,104,4,24,22,56,54,184,182,83,5,33,27,47,66,205,228
109,0x8dfa0,214,104,168,169,200,201,328,329,171,112,208,146,272,208,259,361
110,0x8dfc0,361,393,424,425,257,1028,0,0,418,501,444,371,263,1061,0,0
112,0x8e000,15,45,46,47,48,77,112,305,19,40,57,60,50,62,129,252
113,0x8e020,307,337,338,339,340,369,404,257,266,451,286,466,263,449,457,235
114,0x8e040,9224,13,14,15,16,45,0,0,7145,13,14,16,15,51,0,0
116,0x8e080,78,80,109,110,111,112,339,340,70,87,145,124,124,116,310,375
117,0x8e0a0,370,372,401,402,403,404,15,16,307,409,514,553,394,460,17,22
119,0x8e0e0,13,15,16,45,46,47,110,111,16,17,15,52,55,35,96,87
120,0x8e100,305,307,308,337,338,339,402,403,336,428,281,412,410,271,490,340
121,0x8e120,257,14358,516,13,14,15,0,0,263,19960,399,11,14,18,0,0
123,0x8e160,395,256,1026,24585,514,209,395,2,509,358,854,29350,541,198,498,2
124,0x8e180,1026,770,193,193,271,272,399,400,1056,820,204,145,371,249,394,336
125,0x8e1a0,1026,514,238,240,271,272,1026,27445,961,502,187,190,346,248,1113,30311
126,0x8e1c0,193,271,272,303,303,335,1026,27445,238,310,235,409,343,252,973,25916
127,0x8e1e0,238,271,272,335,336,367,21,22,265,211,290,265,458,435,26,22
