index,offset,hp_old,atk_old,def_old,agi_old,men_old,res_old,exp_old,silver_old,hp_new,atk_new,def_new,agi_new,men_new,res_new,exp_new,silver_new
47,0x8d7e0,256,15909,258,416,416,384,1028,16926,224,13783,280,460,563,490,814,14493
48,0x8d800,5,21,22,53,54,85,182,213,4,23,18,68,73,98,210,261
49,0x8d820,105,5,4,21,22,53,150,181,129,5,5,21,20,54,167,249
50,0x8d840,213,105,104,5,4,21,118,149,224,94,80,4,3,26,154,197
51,0x8d860,181,213,214,105,104,164,261,292,237,192,221,127,137,211,238,328
52,0x8d880,324,356,357,388,389,420,0,0,252,389,288,529,455,360,0,0
54,0x8d8c0,513,448,417,449,416,448,5,4,397,442,482,435,503,480,4,4
55,0x8d8e0,22,54,85,86,117,118,105,104,23,74,74,88,94,144,131,110
56,0x8d900,4,22,53,54,85,86,213,214,5,20,74,65,108,101,190,184
57,0x8d920,104,4,21,22,53,54,181,182,120,3,20,25,61,70,245,238
58,0x8d940,214,104,164,165,196,197,324,325,174,86,213,169,179,271,400,402
59,0x8d960,357,389,420,421,257,1028,0,0,353,463,426,326,248,1283,0,0
61,0x8d9a0,384,416,416,384,385,256,22,53,500,404,569,534,377,350,24,69
62,0x8d9c0,85,117,118,149,150,181,4,21,115,107,120,199,163,150,4,23
63,0x8d9e0,53,85,86,117,118,149,104,5,73,77,73,124,118,163,136,6
64,0x8da00,21,53,54,85,86,117,214,105,27,72,63,82,105,122,259,137
65,0x8da20,164,196,197,228,229,260,357,388,195,164,245,236,264,288,469,526
66,0x8da40,420,257,1028,14414,514,0,0,0,456,299,842,18275,581,0,0,0
68,0x8da80,448,449,256,1028,16960,2306,85,86,435,503,336,1297,23371,2070,72,99
69,0x8daa0,118,150,181,182,213,214,53,54,148,130,149,156,251,183,58,55
70,0x8dac0,86,118,149,150,181,182,21,22,99,147,205,147,177,181,28,28
71,0x8dae0,54,86,117,118,149,150,164,165,45,95,133,150,200,134,205,186
72,0x8db00,197,229,260,261,292,293,420,453,187,206,310,270,323,320,518,619
73,0x8db20,1028,514,0,0,0,0,0,0,1152,434,0,0,0,0,0,0
74,0x8db40,293,325,3,256,516,16981,416,384,260,367,3,330,588,17769,484,461
75,0x8db60,256,16974,2306,5,4,21,118,149,202,19193,2566,5,4,25,93,207
76,0x8db80,181,213,214,5,104,5,86,117,155,228,258,6,137,7,79,97
77,0x8dba0,149,181,182,213,214,5,54,85,190,170,139,218,205,5,57,84
78,0x8dbc0,117,149,150,181,182,213,197,228,139,133,180,220,189,215,177,229
79,0x8dbe0,260,292,293,324,325,356,1028,17998,216,273,404,367,329,483,1169,15737
81,0x8dc20,3,516,22543,513,416,416,256,1028,4,445,31323,544,556,341,247,1046
82,0x8dc40,2306,4,21,22,53,54,181,182,2098,4,26,20,49,44,241,219
83,0x8dc60,214,104,5,4,21,22,149,150,236,103,4,3,19,29,175,140
84,0x8dc80,182,214,105,104,5,4,117,118,157,276,137,107,4,6,107,140
85,0x8dca0,150,182,213,214,105,104,260,261,142,204,264,236,94,98,279,294
86,0x8dcc0,293,325,356,357,388,389,0,0,232,368,360,495,476,456,0,0
88,0x8dd00,25111,416,416,384,385,416,1028,141,27044,577,519,345,349,471,785,192
89,0x8dd20,143,173,174,175,176,205,240,141,108,211,161,245,165,201,254,175
90,0x8dd40,143,173,174,175,176,205,240,141,131,155,149,152,161,257,326,197
91,0x8dd60,143,173,174,175,176,205,240,301,130,219,230,146,236,232,302,316
92,0x8dd80,303,333,334,335,336,365,400,2,367,336,370,306,324,417,525,2
93,0x8dda0,516,513,416,448,384,449,7176,1028,521,685,491,598,396,579,8783,1070
94,0x8ddc0,142,144,173,174,175,176,239,240,160,121,182,162,139,150,221,273
95,0x8dde0,142,144,173,174,175,176,239,240,131,130,170,196,244,218,182,319
96,0x8de00,142,144,173,174,175,176,239,240,159,179,229,187,224,223,272,213
97,0x8de20,302,304,333,334,335,336,399,400,418,397,253,377,374,316,365,408
98,0x8de40,256,8229,258,416,416,384,1028,8208,216,9753,350,324,435,478,1064,9524
99,0x8de60,5,21,23,53,55,85,183,213,5,21,18,50,54,98,206,270
100,0x8de80,105,5,511,21,23,53,151,181,127,6,606,18,21,69,168,228
101,0x8dea0,213,105,511,5,511,21,119,149,248,81,515,5,681,17,161,203
102,0x8dec0,181,213,215,105,511,166,263,294,216,286,268,109,459,177,235,394
103,0x8dee0,326,358,359,390,391,422,0,0,345,438,428,322,485,506,0,0
105,0x8df20,513,448,384,449,416,448,511,4,389,461,424,583,510,341,522,3
106,0x8df40,22,54,88,86,120,118,511,104,20,62,70,87,126,123,409,81
107,0x8df60,4,22,56,54,88,86,216,214,5,25,57,45,95,73,283,242
108,0x8df80,104,4,24,22,56,54,184,182,120,5,20,23,71,60,147,254
109,0x8dfa0,214,104,168,169,200,201,328,329,261,82,203,178,246,158,304,363
110,0x8dfc0,361,393,424,425,257,1028,0,0,483,451,395,338,212,1316,0,0
112,0x8e000,15,45,46,47,48,77,112,305,11,46,52,46,62,62,84,392
113,0x8e020,307,337,338,339,340,369,404,257,231,365,273,257,358,307,437,313
114,0x8e040,9224,13,14,15,16,45,0,0,10282,10,16,19,20,42,0,0
116,0x8e080,78,80,109,110,111,112,339,340,95,60,141,107,87,94,421,269
117,0x8e0a0,370,372,401,402,403,404,15,16,448,316,396,365,319,488,11,17
119,0x8e0e0,13,15,16,45,46,47,110,111,17,13,17,50,54,41,139,151
120,0x8e100,305,307,308,337,338,339,402,403,412,324,236,391,277,423,478,517
121,0x8e120,257,14358,516,13,14,15,0,0,223,17314,423,10,19,16,0,0
123,0x8e160,395,256,1026,24585,514,209,395,2,435,227,1127,29362,654,264,546,2
124,0x8e180,1026,770,193,193,271,272,399,400,1423,813,152,234,379,338,336,381
125,0x8e1a0,1026,514,238,240,271,272,1026,27445,1429,541,205,331,342,334,1103,37703
126,0x8e1c0,193,271,272,303,303,335,1026,27445,178,324,342,229,405,311,985,26382
127,0x8e1e0,238,271,272,335,336,367,21,22,270,252,381,423,392,410,17,30
