index,offset,hp_old,atk_old,def_old,agi_old,men_old,res_old,exp_old,silver_old,hp_new,atk_new,def_new,agi_new,men_new,res_new,exp_new,silver_new
78,0x8dbc0,117,149,150,181,182,213,197,228,126,204,193,187,204,236,262,312
79,0x8dbe0,260,292,293,324,325,356,1028,17998,274,354,317,373,442,440,960,20141
81,0x8dc20,3,516,22543,513,416,416,256,1028,3,550,20308,677,426,528,266,1415
82,0x8dc40,2306,4,21,22,53,54,181,182,2028,3,24,28,58,50,164,247
83,0x8dc60,214,104,5,4,21,22,149,150,296,96,4,4,20,25,184,153
84,0x8dc80,182,214,105,104,5,4,117,118,147,245,146,91,5,4,146,96
85,0x8dca0,150,182,213,214,105,104,260,261,136,184,172,289,92,95,331,329
86,0x8dcc0,293,325,356,357,388,389,0,0,385,289,396,494,419,403,0,0
88,0x8dd00,25111,416,416,384,385,416,1028,141,33762,523,526,353,431,528,1407,130
89,0x8dd20,143,173,174,175,176,205,240,141,108,167,137,139,217,268,329,160
90,0x8dd40,143,173,174,175,176,205,240,141,112,169,158,182,203,186,312,175
91,0x8dd60,143,173,174,175,176,205,240,301,112,133,203,133,143,262,272,247
92,0x8dd80,303,333,334,335,336,365,400,2,247,461,385,421,423,457,383,2
93,0x8dda0,516,513,416,448,384,449,7176,1028,510,541,536,530,458,593,9130,891
94,0x8ddc0,142,144,173,174,175,176,239,240,175,169,154,145,185,215,320,267
95,0x8dde0,142,144,173,174,175,176,239,240,175,186,139,146,134,156,234,254
96,0x8de00,142,144,173,174,175,176,239,240,116,130,225,155,223,191,228,205
97,0x8de20,302,304,333,334,335,336,399,400,237,266,425,406,367,354,314,455
98,0x8de40,256,8229,258,416,416,384,1028,8208,196,11212,302,414,546,344,1057,11172
99,0x8de60,5,21,23,53,55,85,183,213,6,27,31,66,52,69,247,298
100,0x8de80,105,5,511,21,23,53,151,181,96,4,404,20,27,59,195,211
101,0x8dea0,213,105,511,5,511,21,119,149,268,102,705,4,523,28,123,121
102,0x8dec0,181,213,215,105,511,166,263,294,222,233,169,85,556,189,352,313
103,0x8dee0,326,358,359,390,391,422,0,0,409,452,497,530,486,343,0,0
105,0x8df20,513,448,384,449,416,448,511,4,614,357,430,628,523,535,657,4
106,0x8df40,22,54,88,86,120,118,511,104,18,48,92,80,101,142,679,125
107,0x8df60,4,22,56,54,88,86,216,214,4,24,47,45,74,120,288,203
108,0x8df80,104,4,24,22,56,54,184,182,121,4,21,21,59,72,162,205
109,0x8dfa0,214,104,168,169,200,201,328,329,180,138,200,163,188,231,433,360
110,0x8dfc0,361,393,424,425,257,1028,0,0,344,310,335,387,301,1040,0,0
112,0x8e000,15,45,46,47,48,77,112,305,15,40,55,63,43,102,138,265
113,0x8e020,307,337,338,339,340,369,404,257,405,378,353,436,412,446,330,332
114,0x8e040,9224,13,14,15,16,45,0,0,11729,13,14,14,16,47,0,0
116,0x8e080,78,80,109,110,111,112,339,340,68,87,110,135,148,104,257,255
117,0x8e0a0,370,372,401,402,403,404,15,16,405,474,408,460,347,453,19,22
119,0x8e0e0,13,15,16,45,46,47,110,111,17,18,17,60,54,45,139,113
120,0x8e100,305,307,308,337,338,339,402,403,281,244,367,435,266,307,553,520
121,0x8e120,257,14358,516,13,14,15,0,0,213,14543,635,10,12,14,0,0
123,0x8e160,395,256,1026,24585,514,209,395,2,485,327,1300,19520,621,196,314,2
124,0x8e180,1026,770,193,193,271,272,399,400,862,634,222,260,353,324,320,497
125,0x8e1a0,1026,514,238,240,271,272,1026,27445,889,443,326,332,338,318,907,23465
126,0x8e1c0,193,271,272,303,303,335,1026,27445,199,370,267,296,237,341,1400,24233
127,0x8e1e0,238,271,272,335,336,367,21,22,319,369,283,440,467,503,23,27
