index,offset,orig_buy,new_buy,orig_sell,new_sell,orig_stat,new_stat,rare,element,flag8,subtype,category
84,0x7fa814,1120,1375,560,687,1566,1566,1,0,82,23,16
85,0x7fa820,1800,1962,900,981,5666,5666,1,0,82,26,16
86,0x7fa82c,40,46,20,23,11,14,1,0,2,0,30
87,0x7fa838,128,81,64,40,15,18,1,0,2,38,30
88,0x7fa844,200,158,100,79,19,19,1,0,2,0,12
89,0x7fa850,360,254,180,127,23,22,1,0,2,0,12
90,0x7fa85c,720,873,360,436,26,26,1,0,2,0,8
91,0x7fa868,680,442,340,221,27,32,1,0,2,0,4
92,0x7fa874,1240,1011,620,505,31,34,1,0,2,0,4
93,0x7fa880,1700,2148,850,1074,36,39,1,0,2,38,4
94,0x7fa88c,1260,2130,680,1065,39,34,1,0,2,0,8
95,0x7fa898,1600,1164,800,582,33,39,1,0,2,37,8
96,0x7fa8a4,3000,2399,1500,1199,20481,20481,241,8,82,28,24
97,0x7fa8b0,3000,3211,1500,1605,17921,17921,241,9,82,27,4
98,0x7fa8bc,1340,2176,670,1088,30,28,1,0,2,49,33
99,0x7fa8c8,200,200,100,100,2580,2580,1,0,114,0,255
100,0x7fa8d4,60,59,30,29,12,16,1,0,2,0,26
101,0x7fa8e0,2980,1935,1490,967,2561,2561,225,0,18,2,32
102,0x7fa8ec,1700,2876,850,1438,1315,1315,1,0,18,0,32
103,0x7fa8f8,2,2,1,1,2,3,2,0,2,0,163
104,0x7fa904,10,16,5,8,3,4,2,0,2,0,161
105,0x7fa910,36,25,18,12,5,5,2,0,2,0,161
106,0x7fa91c,90,136,45,68,7,6,2,0,2,0,33
107,0x7fa928,180,181,90,90,10,9,2,0,2,0,33
108,0x7fa934,360,559,180,279,13,11,2,0,2,0,33
109,0x7fa940,720,563,360,281,16,17,2,0,2,0,32
110,0x7fa94c,1000,856,500,428,19,24,2,0,2,0,32
111,0x7fa958,0,0,0,0,20,24,2,0,2,0,1
112,0x7fa964,20,20,10,10,4,5,2,0,2,0,229
113,0x7fa970,48,84,24,42,6,7,2,0,2,0,229
114,0x7fa97c,100,145,50,72,8,7,2,0,2,0,4
115,0x7fa988,200,285,100,142,10,8,2,0,2,0,4
116,0x7fa994,380,545,190,272,1292,1292,2,0,66,6,4
117,0x7fa9a0,760,893,380,446,2574,2574,2,0,66,8,4
118,0x7fa9ac,1100,856,550,428,3856,3856,2,0,66,9,4
119,0x7fa9b8,6,8,3,4,1,1,2,0,2,0,90
120,0x7fa9c4,22,27,11,13,4,5,2,0,2,0,90
121,0x7fa9d0,66,63,33,31,7,6,2,0,2,0,26
122,0x7fa9dc,120,111,60,55,9,11,2,0,2,0,24
123,0x7fa9e8,240,181,120,90,11,11,2,0,2,0,16
124,0x7fa9f4,380,396,190,198,12,11,2,0,2,0,16
125,0x7faa00,780,1177,390,588,14,14,2,0,2,0,16
126,0x7faa0c,800,1297,400,648,15,18,2,0,2,0,8
127,0x7faa18,900,1518,450,759,19,22,2,0,2,0,64
128,0x7faa24,1140,1335,570,667,17,17,2,0,2,0,16
129,0x7faa30,1200,978,600,489,18,22,2,0,2,0,8
130,0x7faa3c,1200,828,600,414,1,1,242,0,2,49,24
131,0x7faa48,1200,1720,600,860,1,1,242,0,2,49,4
132,0x7faa54,520,720,260,360,1293,1293,2,0,18,0,26
133,0x7faa60,1140,925,570,462,785,785,2,0,82,0,1
134,0x7faa6c,2980,3818,1490,1909,1281,1281,226,0,18,1,32
135,0x7faa78,2,3,1,1,1,1,3,0,2,0,26
136,0x7faa84,2,1,1,0,2,2,3,0,2,0,229
137,0x7faa90,16,26,8,13,3,4,3,0,2,0,26
138,0x7faa9c,26,42,13,21,5,5,3,0,2,0,161
139,0x7faaa8,136,235,68,117,9,9,3,0,2,0,33
140,0x7faab4,260,296,130,148,12,12,3,0,2,0,33
141,0x7faac0,540,913,270,456,15,12,3,0,2,0,32
142,0x7faacc,800,1002,400,501,18,24,3,0,2,0,32
143,0x7faad8,0,0,0,0,20,21,3,0,2,0,1
144,0x7faae4,2,1,1,0,1,1,3,0,2,0,255
145,0x7faaf0,24,26,12,13,4,5,3,0,2,0,4
146,0x7faafc,140,167,70,83,1287,1287,3,0,66,6,4
147,0x7fab08,280,284,140,142,1290,1290,3,0,114,16,4
148,0x7fab14,560,438,280,219,12,10,3,0,2,0,4
149,0x7fab20,760,593,380,296,15,18,3,0,2,0,4
150,0x7fab2c,40,40,20,20,6,8,3,0,2,0,16
151,0x7fab38,160,256,80,128,9,8,3,0,2,0,16
152,0x7fab44,300,458,150,229,12,13,3,0,2,0,16
153,0x7fab50,690,937,345,468,16,21,3,0,2,0,16
154,0x7fab5c,180,131,90,65,522,522,3,0,66,5,8
155,0x7fab68,340,329,170,164,1037,1037,3,0,66,0,8
156,0x7fab74,720,965,360,482,1553,1553,3,0,66,7,8
157,0x7fab80,1200,2031,600,1015,1,1,243,0,2,0,24
158,0x7fab8c,1200,1630,600,815,1,1,243,0,2,0,4
159,0x7fab98,840,816,420,408,3843,3843,3,0,50,40,26
160,0x7faba4,700,886,350,443,1294,1294,3,0,66,41,26
161,0x7fabb0,18,26,6,13,4,5,3,0,2,0,128
162,0x7fabbc,2980,4728,1490,2364,1281,1281,227,0,18,1,32
163,0x7fabc8,1200,1237,600,618,10,10,4,0,1,2,255
164,0x7fabd4,1200,1703,600,851,10,10,4,0,4,8,255
165,0x7fabe0,1000,851,500,425,0,0,4,0,0,33,255
166,0x7fabec,1200,1076,600,538,10,9,4,0,3,13,255
167,0x7fabf8,1500,1157,750,578,0,0,4,0,0,21,255
168,0x7fac04,1800,2776,900,1388,0,0,4,0,0,23,255
169,0x7fac10,1000,824,500,412,0,0,4,0,0,57,255
170,0x7fac1c,3000,2939,1500,1469,0,0,4,0,0,45,255
171,0x7fac28,1000,1430,500,715,0,0,4,0,0,42,255
172,0x7fac34,1000,693,500,346,0,0,4,0,0,43,255
173,0x7fac40,3500,3099,1750,1549,3855,3855,4,0,82,32,255
174,0x7fac4c,3000,3043,1500,1521,0,0,4,0,0,50,255
175,0x7fac58,1200,2072,600,1036,10,9,4,0,7,39,255
176,0x7fac64,3000,3210,1500,1605,15,15,4,0,3,14,255
177,0x7fac70,3000,2612,1500,1306,1,1,4,0,6,0,255
178,0x7fac7c,3000,3152,1500,1576,0,0,4,0,0,0,255
179,0x7fac88,1200,1493,600,746,10,13,4,0,2,4,255
180,0x7fac94,1200,1821,600,910,10,12,4,0,5,24,255
181,0x7faca0,1400,2081,700,1040,0,0,4,0,0,48,255
182,0x7facac,0,0,0,0,0,0,84,0,0,0,0
183,0x7facb8,3000,4624,1500,2312,0,0,4,0,0,23,255
184,0x7facc4,3000,3695,1500,1847,0,0,4,10,0,0,255
185,0x7facd0,4000,3465,2000,1732,20,21,4,0,3,0,255
186,0x7facdc,3000,4432,2500,2216,15,15,4,0,7,0,255
187,0x7face8,2500,2628,1250,1314,0,0,4,11,0,0,255
188,0x7facf4,3000,4569,1500,2284,0,0,4,0,0,29,255
189,0x7fad00,3000,4669,1500,2334,0,0,4,0,0,30,255
190,0x7fad0c,0,0,0,0,0,0,4,0,0,0,12
191,0x7fad18,8000,6741,4000,3370,520,520,4,0,99,31,255
192,0x7fad24,2500,1811,1250,905,0,0,4,0,0,35,229
193,0x7fad30,1200,1735,600,867,0,0,4,14,0,0,255
194,0x7fad3c,1200,756,600,378,0,0,4,16,0,0,255
195,0x7fad48,1200,2034,600,1017,0,0,4,15,0,0,255
196,0x7fad54,1200,1226,600,613,0,0,4,17,0,0,255
197,0x7fad60,3000,3648,1500,1824,0,0,4,4,0,0,255
198,0x7fad6c,3000,3940,1500,1970,0,0,4,0,0,38,255
199,0x7fad78,6000,10461,3000,5230,0,0,4,0,0,53,255
