index,offset,orig_buy,new_buy,orig_sell,new_sell,orig_stat,new_stat,rare,element,flag8,subtype,category
63,0x7fa718,16,17,8,8,5,6,0,0,1,0,12
64,0x7fa724,28,27,14,13,15,13,0,0,1,0,2
65,0x7fa730,198,224,99,112,30,27,0,0,1,0,2
66,0x7fa73c,2980,3917,1490,1958,20,18,224,0,1,3,32
67,0x7fa748,8,6,4,3,3,4,1,0,2,0,255
68,0x7fa754,14,14,7,7,5,5,1,0,2,0,255
69,0x7fa760,20,24,10,12,7,8,1,0,2,0,227
70,0x7fa76c,26,36,13,18,9,11,1,0,2,0,225
71,0x7fa778,48,43,24,21,13,13,1,0,2,0,161
72,0x7fa784,120,122,60,61,1297,1297,1,0,82,22,33
73,0x7fa790,240,287,120,143,21,23,1,0,2,0,33
74,0x7fa79c,480,635,240,317,25,21,1,0,2,0,33
75,0x7fa7a8,960,986,480,493,2589,2589,1,0,82,24,33
76,0x7fa7b4,1000,1415,500,707,27,22,1,0,2,0,64
77,0x7fa7c0,1200,1750,600,875,33,39,1,0,2,0,32
78,0x7fa7cc,1800,1912,900,956,5157,5157,1,0,82,25,32
79,0x7fa7d8,0,0,0,0,40,42,1,0,2,47,1
80,0x7fa7e4,60,54,30,27,270,270,1,0,82,18,16
81,0x7fa7f0,140,203,70,101,530,530,1,0,82,19,16
82,0x7fa7fc,280,323,140,161,790,790,1,0,82,20,16
83,0x7fa808,560,507,280,253,1050,1050,1,0,82,21,16
84,0x7fa814,1120,710,560,355,1566,1566,1,0,82,23,16
85,0x7fa820,1800,1794,900,897,5666,5666,1,0,82,26,16
86,0x7fa82c,40,66,20,33,11,13,1,0,2,0,30
87,0x7fa838,128,169,64,84,15,20,1,0,2,38,30
88,0x7fa844,200,127,100,63,19,21,1,0,2,0,12
89,0x7fa850,360,294,180,147,23,23,1,0,2,0,12
90,0x7fa85c,720,583,360,291,26,26,1,0,2,0,8
91,0x7fa868,680,1113,340,556,27,32,1,0,2,0,4
92,0x7fa874,1240,1951,620,975,31,26,1,0,2,0,4
93,0x7fa880,1700,1608,850,804,36,44,1,0,2,38,4
94,0x7fa88c,1260,815,680,407,39,35,1,0,2,0,8
95,0x7fa898,1600,1111,800,555,33,41,1,0,2,37,8
96,0x7fa8a4,3000,2601,1500,1300,20481,20481,241,8,82,28,24
97,0x7fa8b0,3000,3264,1500,1632,17921,17921,241,9,82,27,4
98,0x7fa8bc,1340,825,670,412,30,26,1,0,2,49,33
99,0x7fa8c8,200,238,100,119,2580,2580,1,0,114,0,255
100,0x7fa8d4,60,91,30,45,12,12,1,0,2,0,26
101,0x7fa8e0,2980,2882,1490,1441,2561,2561,225,0,18,2,32
102,0x7fa8ec,1700,1100,850,550,1315,1315,1,0,18,0,32
103,0x7fa8f8,2,1,1,0,2,2,2,0,2,0,163
104,0x7fa904,10,8,5,4,3,3,2,0,2,0,161
105,0x7fa910,36,36,18,18,5,7,2,0,2,0,161
106,0x7fa91c,90,83,45,41,7,9,2,0,2,0,33
107,0x7fa928,180,127,90,63,10,11,2,0,2,0,33
108,0x7fa934,360,443,180,221,13,15,2,0,2,0,33
109,0x7fa940,720,772,360,386,16,17,2,0,2,0,32
110,0x7fa94c,1000,1494,500,747,19,17,2,0,2,0,32
111,0x7fa958,0,0,0,0,20,22,2,0,2,0,1
112,0x7fa964,20,26,10,13,4,5,2,0,2,0,229
113,0x7fa970,48,38,24,19,6,6,2,0,2,0,229
114,0x7fa97c,100,63,50,31,8,9,2,0,2,0,4
115,0x7fa988,200,320,100,160,10,10,2,0,2,0,4
116,0x7fa994,380,585,190,292,1292,1292,2,0,66,6,4
117,0x7fa9a0,760,1031,380,515,2574,2574,2,0,66,8,4
118,0x7fa9ac,1100,682,550,341,3856,3856,2,0,66,9,4
119,0x7fa9b8,6,7,3,3,1,1,2,0,2,0,90
120,0x7fa9c4,22,21,11,10,4,5,2,0,2,0,90
121,0x7fa9d0,66,49,33,24,7,8,2,0,2,0,26
122,0x7fa9dc,120,80,60,40,9,8,2,0,2,0,24
123,0x7fa9e8,240,407,120,203,11,9,2,0,2,0,16
124,0x7fa9f4,380,304,190,152,12,16,2,0,2,0,16
125,0x7faa00,780,745,390,372,14,13,2,0,2,0,16
126,0x7faa0c,800,569,400,284,15,16,2,0,2,0,8
127,0x7faa18,900,601,450,300,19,17,2,0,2,0,64
128,0x7faa24,1140,975,570,487,17,21,2,0,2,0,16
129,0x7faa30,1200,944,600,472,18,20,2,0,2,0,8
130,0x7faa3c,1200,1054,600,527,1,1,242,0,2,49,24
131,0x7faa48,1200,2087,600,1043,1,1,242,0,2,49,4
132,0x7faa54,520,850,260,425,1293,1293,2,0,18,0,26
133,0x7faa60,1140,1410,570,705,785,785,2,0,82,0,1
134,0x7faa6c,2980,4978,1490,2489,1281,1281,226,0,18,1,32
135,0x7faa78,2,3,1,1,1,1,3,0,2,0,26
136,0x7faa84,2,3,1,1,2,3,3,0,2,0,229
137,0x7faa90,16,10,8,5,3,3,3,0,2,0,26
138,0x7faa9c,26,39,13,19,5,6,3,0,2,0,161
139,0x7faaa8,136,169,68,84,9,8,3,0,2,0,33
140,0x7faab4,260,235,130,117,12,11,3,0,2,0,33
141,0x7faac0,540,933,270,466,15,14,3,0,2,0,32
142,0x7faacc,800,821,400,410,18,21,3,0,2,0,32
143,0x7faad8,0,0,0,0,20,23,3,0,2,0,1
144,0x7faae4,2,2,1,1,1,1,3,0,2,0,255
145,0x7faaf0,24,38,12,19,4,5,3,0,2,0,4
146,0x7faafc,140,101,70,50,1287,1287,3,0,66,6,4
147,0x7fab08,280,178,140,89,1290,1290,3,0,114,16,4
148,0x7fab14,560,924,280,462,12,16,3,0,2,0,4
149,0x7fab20,760,778,380,389,15,15,3,0,2,0,4
150,0x7fab2c,40,56,20,28,6,6,3,0,2,0,16
151,0x7fab38,160,116,80,58,9,8,3,0,2,0,16
152,0x7fab44,300,285,150,142,12,13,3,0,2,0,16
153,0x7fab50,690,550,345,275,16,19,3,0,2,0,16
154,0x7fab5c,180,309,90,154,522,522,3,0,66,5,8
155,0x7fab68,340,354,170,177,1037,1037,3,0,66,0,8
156,0x7fab74,720,904,360,452,1553,1553,3,0,66,7,8
157,0x7fab80,1200,1598,600,799,1,1,243,0,2,0,24
158,0x7fab8c,1200,1588,600,794,1,1,243,0,2,0,4
159,0x7fab98,840,1200,420,600,3843,3843,3,0,50,40,26
160,0x7faba4,700,439,350,219,1294,1294,3,0,66,41,26
161,0x7fabb0,18,30,6,15,4,5,3,0,2,0,128
162,0x7fabbc,2980,4166,1490,2083,1281,1281,227,0,18,1,32
163,0x7fabc8,1200,998,600,499,10,11,4,0,1,2,255
164,0x7fabd4,1200,759,600,379,10,10,4,0,4,8,255
165,0x7fabe0,1000,848,500,424,0,0,4,0,0,33,255
166,0x7fabec,1200,1495,600,747,10,9,4,0,3,13,255
167,0x7fabf8,1500,1059,750,529,0,0,4,0,0,21,255
168,0x7fac04,1800,2723,900,1361,0,0,4,0,0,23,255
169,0x7fac10,1000,889,500,444,0,0,4,0,0,57,255
170,0x7fac1c,3000,3731,1500,1865,0,0,4,0,0,45,255
171,0x7fac28,1000,619,500,309,0,0,4,0,0,42,255
172,0x7fac34,1000,1248,500,624,0,0,4,0,0,43,255
173,0x7fac40,3500,5277,1750,2638,3855,3855,4,0,82,32,255
174,0x7fac4c,3000,4508,1500,2254,0,0,4,0,0,50,255
175,0x7fac58,1200,1173,600,586,10,9,4,0,7,39,255
176,0x7fac64,3000,3903,1500,1951,15,15,4,0,3,14,255
177,0x7fac70,3000,2786,1500,1393,1,1,4,0,6,0,255
178,0x7fac7c,3000,3157,1500,1578,0,0,4,0,0,0,255
179,0x7fac88,1200,1661,600,830,10,10,4,0,2,4,255
180,0x7fac94,1200,1612,600,806,10,12,4,0,5,24,255
181,0x7faca0,1400,2145,700,1072,0,0,4,0,0,48,255
182,0x7facac,0,0,0,0,0,0,84,0,0,0,0
183,0x7facb8,3000,3769,1500,1884,0,0,4,0,0,23,255
184,0x7facc4,3000,5217,1500,2608,0,0,4,10,0,0,255
185,0x7facd0,4000,4710,2000,2355,20,22,4,0,3,0,255
186,0x7facdc,3000,4071,2500,2035,15,20,4,0,7,0,255
187,0x7face8,2500,3518,1250,1759,0,0,4,11,0,0,255
188,0x7facf4,3000,4963,1500,2481,0,0,4,0,0,29,255
189,0x7fad00,3000,2347,1500,1173,0,0,4,0,0,30,255
190,0x7fad0c,0,0,0,0,0,0,4,0,0,0,12
191,0x7fad18,8000,8682,4000,4341,520,520,4,0,99,31,255
192,0x7fad24,2500,3523,1250,1761,0,0,4,0,0,35,229
193,0x7fad30,1200,1731,600,865,0,0,4,14,0,0,255
194,0x7fad3c,1200,1865,600,932,0,0,4,16,0,0,255
195,0x7fad48,1200,1088,600,544,0,0,4,15,0,0,255
196,0x7fad54,1200,1154,600,577,0,0,4,17,0,0,255
197,0x7fad60,3000,3224,1500,1612,0,0,4,4,0,0,255
198,0x7fad6c,3000,3154,1500,1577,0,0,4,0,0,38,255
199,0x7fad78,6000,4240,3000,2120,0,0,4,0,0,53,255
