index,offset,orig_buy,new_buy,orig_sell,new_sell,orig_stat,new_stat,rare,element,flag8,subtype,category
39,0x7fa5f8,2400,3707,1200,1853,33,32,0,1,1,0,32
40,0x7fa604,3000,3806,1500,1903,2602,2602,0,4,65,8,16
41,0x7fa610,400,669,200,334,30,36,0,16,1,0,32
42,0x7fa61c,440,340,220,170,286,286,0,0,97,0,16
43,0x7fa628,100,93,50,46,2576,2576,0,0,113,17,12
44,0x7fa634,120,163,60,81,20,24,0,0,1,0,12
45,0x7fa640,280,460,140,230,28,37,0,0,1,0,12
46,0x7fa64c,160,98,80,49,34,32,0,0,1,0,12
47,0x7fa658,360,364,180,182,43,50,0,0,1,0,12
48,0x7fa664,580,454,290,227,38,37,0,0,1,0,12
49,0x7fa670,860,1427,430,713,2570,2570,0,0,65,8,12
50,0x7fa67c,1640,1487,820,743,5140,5140,0,15,49,15,12
51,0x7fa688,2600,2835,1300,1417,15420,15420,0,15,65,10,12
52,0x7fa694,3000,4904,1500,2452,20481,20481,240,8,65,12,8
53,0x7fa6a0,3000,3845,1500,1922,17921,17921,240,9,65,11,4
54,0x7fa6ac,360,451,180,225,34,29,0,0,1,0,32
55,0x7fa6b8,360,628,180,314,2590,2590,0,0,49,13,16
56,0x7fa6c4,360,246,180,123,2590,2590,0,0,33,0,32
57,0x7fa6d0,400,285,200,142,2600,2600,0,0,81,0,32
58,0x7fa6dc,2800,4671,1400,2335,3895,3895,0,0,65,0,16
59,0x7fa6e8,2800,3618,1400,1809,3895,3895,0,0,81,0,32
60,0x7fa6f4,4200,3492,2100,1746,60,52,0,7,1,0,16
61,0x7fa700,1800,2875,900,1437,60,68,0,4,1,0,32
62,0x7fa70c,6,7,3,3,3,3,0,0,1,0,2
63,0x7fa718,16,20,8,10,5,6,0,0,1,0,12
64,0x7fa724,28,29,14,14,15,12,0,0,1,0,2
65,0x7fa730,198,327,99,163,30,26,0,0,1,0,2
66,0x7fa73c,2980,2354,1490,1177,20,21,224,0,1,3,32
67,0x7fa748,8,8,4,4,3,3,1,0,2,0,255
68,0x7fa754,14,21,7,10,5,6,1,0,2,0,255
69,0x7fa760,20,27,10,13,7,7,1,0,2,0,227
70,0x7fa76c,26,18,13,9,9,7,1,0,2,0,225
71,0x7fa778,48,44,24,22,13,17,1,0,2,0,161
72,0x7fa784,120,76,60,38,1297,1297,1,0,82,22,33
73,0x7fa790,240,314,120,157,21,18,1,0,2,0,33
74,0x7fa79c,480,340,240,170,25,28,1,0,2,0,33
75,0x7fa7a8,960,1305,480,652,2589,2589,1,0,82,24,33
76,0x7fa7b4,1000,1644,500,822,27,29,1,0,2,0,64
77,0x7fa7c0,1200,985,600,492,33,35,1,0,2,0,32
78,0x7fa7cc,1800,2922,900,1461,5157,5157,1,0,82,25,32
79,0x7fa7d8,0,0,0,0,40,44,1,0,2,47,1
80,0x7fa7e4,60,59,30,29,270,270,1,0,82,18,16
81,0x7fa7f0,140,117,70,58,530,530,1,0,82,19,16
82,0x7fa7fc,280,444,140,222,790,790,1,0,82,20,16
83,0x7fa808,560,920,280,460,1050,1050,1,0,82,21,16
84,0x7fa814,1120,1780,560,890,1566,1566,1,0,82,23,16
85,0x7fa820,1800,1596,900,798,5666,5666,1,0,82,26,16
86,0x7fa82c,40,65,20,32,11,11,1,0,2,0,30
87,0x7fa838,128,175,64,87,15,14,1,0,2,38,30
88,0x7fa844,200,321,100,160,19,19,1,0,2,0,12
89,0x7fa850,360,626,180,313,23,24,1,0,2,0,12
90,0x7fa85c,720,673,360,336,26,24,1,0,2,0,8
91,0x7fa868,680,425,340,212,27,25,1,0,2,0,4
92,0x7fa874,1240,1501,620,750,31,28,1,0,2,0,4
93,0x7fa880,1700,1810,850,905,36,37,1,0,2,38,4
94,0x7fa88c,1260,1399,680,699,39,39,1,0,2,0,8
95,0x7fa898,1600,2338,800,1169,33,30,1,0,2,37,8
96,0x7fa8a4,3000,3224,1500,1612,20481,20481,241,8,82,28,24
97,0x7fa8b0,3000,4674,1500,2337,17921,17921,241,9,82,27,4
98,0x7fa8bc,1340,1997,670,998,30,36,1,0,2,49,33
99,0x7fa8c8,200,225,100,112,2580,2580,1,0,114,0,255
100,0x7fa8d4,60,39,30,19,12,14,1,0,2,0,26
101,0x7fa8e0,2980,3976,1490,1988,2561,2561,225,0,18,2,32
102,0x7fa8ec,1700,1554,850,777,1315,1315,1,0,18,0,32
103,0x7fa8f8,2,3,1,1,2,3,2,0,2,0,163
104,0x7fa904,10,10,5,5,3,4,2,0,2,0,161
105,0x7fa910,36,35,18,17,5,4,2,0,2,0,161
106,0x7fa91c,90,61,45,30,7,7,2,0,2,0,33
107,0x7fa928,180,283,90,141,10,10,2,0,2,0,33
108,0x7fa934,360,292,180,146,13,14,2,0,2,0,33
109,0x7fa940,720,1140,360,570,16,20,2,0,2,0,32
110,0x7fa94c,1000,1722,500,861,19,24,2,0,2,0,32
111,0x7fa958,0,0,0,0,20,17,2,0,2,0,1
112,0x7fa964,20,31,10,15,4,4,2,0,2,0,229
113,0x7fa970,48,32,24,16,6,8,2,0,2,0,229
114,0x7fa97c,100,116,50,58,8,8,2,0,2,0,4
115,0x7fa988,200,282,100,141,10,12,2,0,2,0,4
116,0x7fa994,380,426,190,213,1292,1292,2,0,66,6,4
117,0x7fa9a0,760,870,380,435,2574,2574,2,0,66,8,4
118,0x7fa9ac,1100,1113,550,556,3856,3856,2,0,66,9,4
119,0x7fa9b8,6,5,3,2,1,1,2,0,2,0,90
120,0x7fa9c4,22,13,11,6,4,5,2,0,2,0,90
121,0x7fa9d0,66,92,33,46,7,8,2,0,2,0,26
122,0x7fa9dc,120,196,60,98,9,8,2,0,2,0,24
123,0x7fa9e8,240,343,120,171,11,12,2,0,2,0,16
124,0x7fa9f4,380,442,190,221,12,14,2,0,2,0,16
125,0x7faa00,780,1160,390,580,14,16,2,0,2,0,16
126,0x7faa0c,800,953,400,476,15,14,2,0,2,0,8
127,0x7faa18,900,1204,450,602,19,23,2,0,2,0,64
128,0x7faa24,1140,1652,570,826,17,20,2,0,2,0,16
129,0x7faa30,1200,843,600,421,18,21,2,0,2,0,8
130,0x7faa3c,1200,2049,600,1024,1,1,242,0,2,49,24
131,0x7faa48,1200,1340,600,670,1,1,242,0,2,49,4
132,0x7faa54,520,694,260,347,1293,1293,2,0,18,0,26
133,0x7faa60,1140,1787,570,893,785,785,2,0,82,0,1
134,0x7faa6c,2980,4775,1490,2387,1281,1281,226,0,18,1,32
135,0x7faa78,2,3,1,1,1,1,3,0,2,0,26
136,0x7faa84,2,3,1,1,2,2,3,0,2,0,229
137,0x7faa90,16,19,8,9,3,3,3,0,2,0,26
138,0x7faa9c,26,36,13,18,5,4,3,0,2,0,161
139,0x7faaa8,136,221,68,110,9,10,3,0,2,0,33
140,0x7faab4,260,198,130,99,12,15,3,0,2,0,33
141,0x7faac0,540,799,270,399,15,13,3,0,2,0,32
142,0x7faacc,800,617,400,308,18,20,3,0,2,0,32
143,0x7faad8,0,0,0,0,20,21,3,0,2,0,1
144,0x7faae4,2,2,1,1,1,1,3,0,2,0,255
145,0x7faaf0,24,33,12,16,4,4,3,0,2,0,4
146,0x7faafc,140,191,70,95,1287,1287,3,0,66,6,4
147,0x7fab08,280,459,140,229,1290,1290,3,0,114,16,4
148,0x7fab14,560,979,280,489,12,14,3,0,2,0,4
149,0x7fab20,760,752,380,376,15,18,3,0,2,0,4
150,0x7fab2c,40,25,20,12,6,7,3,0,2,0,16
151,0x7fab38,160,196,80,98,9,9,3,0,2,0,16
152,0x7fab44,300,488,150,244,12,14,3,0,2,0,16
153,0x7fab50,690,839,345,419,16,14,3,0,2,0,16
154,0x7fab5c,180,309,90,154,522,522,3,0,66,5,8
155,0x7fab68,340,241,170,120,1037,1037,3,0,66,0,8
156,0x7fab74,720,1106,360,553,1553,1553,3,0,66,7,8
157,0x7fab80,1200,1766,600,883,1,1,243,0,2,0,24
158,0x7fab8c,1200,828,600,414,1,1,243,0,2,0,4
159,0x7fab98,840,1461,420,730,3843,3843,3,0,50,40,26
160,0x7faba4,700,1057,350,528,1294,1294,3,0,66,41,26
161,0x7fabb0,18,26,6,13,4,5,3,0,2,0,128
162,0x7fabbc,2980,5074,1490,2537,1281,1281,227,0,18,1,32
163,0x7fabc8,1200,1016,600,508,10,11,4,0,1,2,255
164,0x7fabd4,1200,2061,600,1030,10,9,4,0,4,8,255
165,0x7fabe0,1000,1631,500,815,0,0,4,0,0,33,255
166,0x7fabec,1200,796,600,398,10,8,4,0,3,13,255
167,0x7fabf8,1500,2151,750,1075,0,0,4,0,0,21,255
168,0x7fac04,1800,1856,900,928,0,0,4,0,0,23,255
169,0x7fac10,1000,1211,500,605,0,0,4,0,0,57,255
170,0x7fac1c,3000,2261,1500,1130,0,0,4,0,0,45,255
171,0x7fac28,1000,625,500,312,0,0,4,0,0,42,255
172,0x7fac34,1000,1405,500,702,0,0,4,0,0,43,255
173,0x7fac40,3500,5242,1750,2621,3855,3855,4,0,82,32,255
174,0x7fac4c,3000,4878,1500,2439,0,0,4,0,0,50,255
175,0x7fac58,1200,1096,600,548,10,13,4,0,7,39,255
176,0x7fac64,3000,3591,1500,1795,15,17,4,0,3,14,255
177,0x7fac70,3000,3653,1500,1826,1,1,4,0,6,0,255
178,0x7fac7c,3000,2637,1500,1318,0,0,4,0,0,0,255
179,0x7fac88,1200,1648,600,824,10,10,4,0,2,4,255
180,0x7fac94,1200,1034,600,517,10,12,4,0,5,24,255
181,0x7faca0,1400,1929,700,964,0,0,4,0,0,48,255
182,0x7facac,0,0,0,0,0,0,84,0,0,0,0
183,0x7facb8,3000,3820,1500,1910,0,0,4,0,0,23,255
184,0x7facc4,3000,3110,1500,1555,0,0,4,10,0,0,255
185,0x7facd0,4000,3973,2000,1986,20,23,4,0,3,0,255
186,0x7facdc,3000,3338,2500,1669,15,20,4,0,7,0,255
187,0x7face8,2500,2719,1250,1359,0,0,4,11,0,0,255
188,0x7facf4,3000,4453,1500,2226,0,0,4,0,0,29,255
189,0x7fad00,3000,2645,1500,1322,0,0,4,0,0,30,255
190,0x7fad0c,0,0,0,0,0,0,4,0,0,0,12
191,0x7fad18,8000,10225,4000,5112,520,520,4,0,99,31,255
192,0x7fad24,2500,3508,1250,1754,0,0,4,0,0,35,229
193,0x7fad30,1200,2034,600,1017,0,0,4,14,0,0,255
194,0x7fad3c,1200,1563,600,781,0,0,4,16,0,0,255
195,0x7fad48,1200,1622,600,811,0,0,4,15,0,0,255
196,0x7fad54,1200,725,600,362,0,0,4,17,0,0,255
197,0x7fad60,3000,2352,1500,1176,0,0,4,4,0,0,255
198,0x7fad6c,3000,2658,1500,1329,0,0,4,0,0,38,255
199,0x7fad78,6000,8713,3000,4356,0,0,4,0,0,53,255
